ImageNumber,ExpectedValue,InOptions,OptionPosition
6216,3,OUI,28
6217,5,OUI,2
6218,4,OUI,16
6219,6,NON,-1
6220,4,OUI,0
6221,7,OUI,2
6222,2,NON,-1
6223,8,OUI,3
6224,7,NON,-1
6225,9,NON,-1
6226,1,NON,-1
6227,0,NON,-1
6228,0,OUI,8
6229,1,OUI,1
6230,3,OUI,0
6231,2,OUI,6
6232,1,OUI,6
6233,3,NON,-1
6234,9,NON,-1
6235,4,NON,-1
6236,6,NON,-1
6237,5,OUI,17
6238,9,NON,-1
6239,6,OUI,2
6240,8,OUI,3
6241,7,NON,-1
6242,8,OUI,0
6243,8,NON,-1
6244,1,OUI,5
6245,0,OUI,1
6246,6,NON,-1
6247,1,OUI,0
6248,7,NON,-1
6249,2,NON,-1
6250,7,NON,-1
6251,3,NON,-1
6252,2,OUI,12
6253,4,OUI,1
6254,1,OUI,2
6255,5,NON,-1
6256,4,NON,-1
6257,6,OUI,4
6258,4,OUI,29
6259,7,OUI,2
6260,4,OUI,0
6261,8,NON,-1
6262,1,OUI,15
6263,9,OUI,3
6264,5,NON,-1
6265,6,NON,-1
6266,6,OUI,0
6267,6,NON,-1
6268,4,OUI,0
6269,3,NON,-1
6270,2,OUI,21
6271,4,OUI,22
6272,9,NON,-1
6273,2,NON,-1
6274,5,NON,-1
6275,8,OUI,1
6276,5,NON,-1
6277,1,OUI,2
6278,7,OUI,0
6279,0,NON,-1
6280,7,OUI,0
6281,6,OUI,4
6282,3,OUI,17
6283,4,NON,-1
6284,8,NON,-1
6285,9,NON,-1
6286,3,NON,-1
6287,7,OUI,2
6288,8,NON,-1
6289,2,NON,-1
6290,5,OUI,3
6291,3,NON,-1
6292,0,NON,-1
6293,3,NON,-1
6294,9,OUI,2
6295,9,NON,-1
6296,0,NON,-1
6297,3,OUI,7
6298,3,NON,-1
6299,3,NON,-1
6300,5,OUI,15
6301,9,NON,-1
6302,0,OUI,5
6303,1,OUI,0
6304,7,NON,-1
6305,5,NON,-1
6306,9,NON,-1
6307,2,OUI,8
6308,4,OUI,1
6309,3,OUI,1
6310,9,NON,-1
6311,1,OUI,4
6312,4,OUI,24
6313,6,NON,-1
6314,4,NON,-1
6315,7,NON,-1
6316,0,OUI,8
6317,3,OUI,0
6318,1,NON,-1
6319,7,OUI,0
6320,0,OUI,11
6321,8,OUI,1
6322,8,OUI,2
6323,4,OUI,2
6324,5,NON,-1
6325,0,NON,-1
6326,0,OUI,11
6327,2,OUI,6
6328,1,OUI,0
6329,4,OUI,1
6330,0,OUI,2
6331,0,OUI,0
6332,0,OUI,12
6333,7,OUI,0
6334,9,OUI,5
6335,8,NON,-1
6336,4,OUI,2
6337,0,OUI,0
6338,6,NON,-1
6339,7,OUI,1
6340,3,OUI,28
6341,0,OUI,0
6342,3,NON,-1
6343,6,NON,-1
6344,2,OUI,4
6345,9,NON,-1
6346,5,OUI,3
6347,3,NON,-1
6348,2,OUI,0
6349,2,OUI,26
6350,3,OUI,0
6351,4,NON,-1
6352,5,OUI,7
6353,8,NON,-1
6354,8,NON,-1
6355,6,NON,-1
6356,1,OUI,2
6357,0,OUI,1
6358,7,OUI,0
6359,5,OUI,2
6360,2,OUI,18
6361,7,OUI,0
6362,3,OUI,20
6363,5,NON,-1
6364,8,OUI,2
6365,1,OUI,1
6366,1,NON,-1
6367,0,OUI,0
6368,9,NON,-1
6369,8,NON,-1
6370,5,NON,-1
6371,1,OUI,1
6372,1,OUI,2
6373,6,NON,-1
6374,5,OUI,24
6375,7,OUI,1
6376,9,OUI,3
6377,2,OUI,3
6378,7,OUI,13
6379,9,NON,-1
6380,1,OUI,9
6381,7,NON,-1
6382,9,NON,-1
6383,9,NON,-1
6384,1,OUI,14
6385,5,NON,-1
6386,2,NON,-1
6387,6,NON,-1
6388,6,NON,-1
6389,5,NON,-1
6390,8,OUI,8
6391,2,OUI,2
6392,6,NON,-1
6393,6,NON,-1
6394,0,OUI,17
6395,1,OUI,2
6396,6,OUI,1
6397,7,OUI,1
6398,3,NON,-1
6399,5,NON,-1
6400,0,NON,-1
6401,5,NON,-1
6402,6,NON,-1
6403,7,OUI,3
6404,8,OUI,2
6405,3,OUI,0
6406,0,NON,-1
6407,5,OUI,19
6408,1,NON,-1
6409,0,OUI,0
6410,3,OUI,0
6411,1,OUI,0
6412,5,OUI,1
6413,1,OUI,0
6414,2,NON,-1
6415,3,OUI,0
6416,3,OUI,0
6417,8,NON,-1
6418,5,NON,-1
6419,1,OUI,1
6420,3,NON,-1
6421,0,NON,-1
6422,0,NON,-1
6423,1,NON,-1
6424,4,OUI,20
6425,2,OUI,0
6426,5,OUI,2
6427,3,OUI,0
6428,3,OUI,45
6429,4,OUI,1
6430,3,OUI,13
6431,5,NON,-1
6432,7,OUI,2
6433,6,NON,-1
6434,5,OUI,4
6435,7,OUI,0
6436,1,OUI,11
6437,8,NON,-1
6438,9,NON,-1
6439,9,NON,-1
6440,3,OUI,3
6441,0,OUI,10
6442,2,NON,-1
6443,1,NON,-1
6444,0,NON,-1
6445,2,OUI,6
6446,0,NON,-1
6447,3,NON,-1
6448,4,OUI,1
6449,4,OUI,15
6450,3,OUI,0
6451,5,NON,-1
6452,6,NON,-1
6453,6,OUI,0
6454,4,NON,-1
6455,7,NON,-1
6456,6,NON,-1
6457,8,NON,-1
6458,1,NON,-1
6459,9,NON,-1
6460,9,OUI,1
6461,0,NON,-1
6462,4,OUI,18
6463,1,NON,-1
6464,6,NON,-1
6465,2,OUI,11
6466,2,NON,-1
6467,3,OUI,0
6468,0,NON,-1
6469,4,NON,-1
6470,8,NON,-1
6471,5,NON,-1
6472,5,NON,-1
6473,6,NON,-1
6474,6,OUI,2
6475,7,NON,-1
6476,7,NON,-1
6477,8,NON,-1
6478,2,OUI,0
6479,9,OUI,1
6480,2,OUI,8
6481,7,OUI,0
6482,6,NON,-1
6483,4,OUI,32
6484,4,NON,-1
6485,7,NON,-1
6486,6,OUI,0
6487,7,OUI,0
6488,1,OUI,5
6489,3,OUI,0
6490,4,OUI,2
6491,9,NON,-1
6492,2,NON,-1
6493,8,NON,-1
6494,2,OUI,1
6495,8,NON,-1
6496,0,NON,-1
6497,3,OUI,0
6498,8,NON,-1
6499,1,OUI,1
6500,3,OUI,28
6501,5,NON,-1
6502,0,NON,-1
6503,8,NON,-1
6504,5,NON,-1
6505,2,OUI,19
6506,8,NON,-1
6507,7,NON,-1
6508,8,OUI,0
6509,6,NON,-1
6510,7,NON,-1
6511,1,OUI,3
6512,8,NON,-1
6513,5,OUI,1
6514,9,NON,-1
6515,2,OUI,2
6516,3,NON,-1
6517,6,NON,-1
6518,9,NON,-1
6519,4,NON,-1
6520,9,OUI,0
6521,1,NON,-1
6522,3,OUI,0
6523,8,NON,-1
6524,5,NON,-1
6525,7,OUI,15
6526,6,NON,-1
6527,5,OUI,1
6528,7,NON,-1
6529,5,OUI,10
6530,1,OUI,0
6531,1,OUI,16
6532,4,NON,-1
6533,8,NON,-1
6534,8,NON,-1
6535,9,OUI,2
6536,4,OUI,0
6537,1,OUI,1
6538,0,OUI,3
6539,3,NON,-1
6540,2,OUI,8
6541,6,NON,-1
6542,9,OUI,0
6543,3,OUI,0
6544,8,OUI,0
6545,3,OUI,0
6546,4,NON,-1
6547,2,OUI,8
6548,6,OUI,0
6549,2,NON,-1
6550,7,OUI,6
6551,6,NON,-1
6552,4,NON,-1
6553,6,NON,-1
6554,1,NON,-1
6555,5,OUI,2
6556,4,OUI,15
6557,5,NON,-1
6558,1,NON,-1
6559,3,OUI,0
6560,4,NON,-1
6561,3,OUI,0
6562,6,NON,-1
6563,8,NON,-1
6564,9,NON,-1
6565,1,OUI,7
6566,7,NON,-1
6567,6,NON,-1
6568,1,NON,-1
6569,5,OUI,2
6570,1,NON,-1
6571,6,OUI,1
6572,6,OUI,0
6573,8,NON,-1
6574,6,NON,-1
6575,1,NON,-1
6576,3,NON,-1
6577,9,NON,-1
6578,6,OUI,1
6579,7,OUI,0
6580,8,OUI,0
6581,6,NON,-1
6582,8,NON,-1
6583,8,NON,-1
6584,3,OUI,2
6585,3,OUI,0
6586,1,OUI,7
6587,7,OUI,0
6588,9,NON,-1
6589,9,NON,-1
6590,7,OUI,0
6591,0,NON,-1
6592,3,OUI,23
6593,0,OUI,2
6594,3,OUI,0
6595,3,OUI,0
6596,4,OUI,34
6597,7,OUI,0
6598,4,NON,-1
6599,9,OUI,4
6600,7,OUI,4
6601,3,NON,-1
6602,6,NON,-1
6603,0,OUI,4
6604,8,NON,-1
6605,2,OUI,17
6606,8,NON,-1
6607,0,OUI,21
6608,4,NON,-1
6609,1,OUI,1
6610,5,OUI,32
6611,0,OUI,2
6612,3,NON,-1
6613,1,OUI,1
6614,0,OUI,1
6615,0,NON,-1
6616,7,NON,-1
6617,1,OUI,2
6618,8,NON,-1
6619,0,NON,-1
6620,8,OUI,3
6621,4,OUI,21
6622,8,NON,-1
6623,7,OUI,0
6624,2,NON,-1
6625,9,NON,-1
6626,2,OUI,3
6627,2,NON,-1
6628,2,OUI,11
6629,0,NON,-1
6630,0,OUI,1
6631,6,NON,-1
6632,3,NON,-1
6633,2,NON,-1
6634,9,OUI,4
6635,6,NON,-1
6636,5,NON,-1
6637,2,OUI,0
6638,6,NON,-1
6639,2,OUI,0
6640,1,NON,-1
6641,9,NON,-1
6642,2,NON,-1
6643,9,NON,-1
6644,5,NON,-1
6645,0,OUI,1
6646,5,OUI,15
6647,1,OUI,8
6648,0,OUI,1
6649,2,NON,-1
6650,7,OUI,2
6651,3,NON,-1
6652,4,OUI,7
6653,4,NON,-1
6654,1,NON,-1
6655,5,NON,-1
6656,4,NON,-1
6657,6,NON,-1
6658,3,NON,-1
6659,8,OUI,0
6660,5,OUI,0
6661,9,NON,-1
6662,3,OUI,0
6663,0,OUI,1
6664,5,OUI,0
6665,1,OUI,6
6666,7,NON,-1
6667,3,OUI,0
6668,9,OUI,3
6669,4,OUI,0
6670,6,OUI,2
6671,5,OUI,1
6672,4,OUI,0
6673,6,NON,-1
6674,4,OUI,43
6675,7,NON,-1
6676,0,NON,-1
6677,8,NON,-1
6678,1,OUI,2
6679,9,NON,-1
6680,5,NON,-1
6681,0,NON,-1
6682,1,OUI,2
6683,1,OUI,7
6684,0,NON,-1
6685,2,OUI,34
6686,7,NON,-1
6687,3,NON,-1
6688,7,OUI,0
6689,4,NON,-1
6690,6,NON,-1
6691,5,NON,-1
6692,6,OUI,6
6693,6,NON,-1
6694,9,NON,-1
6695,7,OUI,5
6696,7,OUI,1
6697,8,NON,-1
6698,1,OUI,6
6699,9,NON,-1
6700,0,OUI,2
6701,1,OUI,8
6702,1,NON,-1
6703,8,NON,-1
6704,0,NON,-1
6705,6,NON,-1
6706,3,OUI,1
6707,7,OUI,0
6708,0,NON,-1
6709,1,OUI,2
6710,3,OUI,4
6711,3,NON,-1
6712,5,NON,-1
6713,7,NON,-1
6714,4,OUI,6
6715,7,NON,-1
6716,4,NON,-1
6717,9,NON,-1
6718,1,OUI,7
6719,3,OUI,0
6720,6,OUI,0
6721,6,NON,-1
6722,7,NON,-1
6723,0,NON,-1
6724,4,OUI,19
6725,2,OUI,0
6726,6,NON,-1
6727,6,NON,-1
6728,8,OUI,0
6729,4,OUI,0
6730,0,NON,-1
6731,8,NON,-1
6732,6,NON,-1
6733,4,NON,-1
6734,9,OUI,1
6735,5,OUI,11
6736,1,NON,-1
6737,0,NON,-1
6738,0,OUI,3
6739,3,NON,-1
6740,7,OUI,0
6741,9,NON,-1
6742,6,OUI,5
6743,2,NON,-1
6744,8,NON,-1
6745,1,OUI,3
6746,8,NON,-1
6747,1,OUI,22
6748,1,OUI,3
6749,5,NON,-1
6750,3,OUI,0
6751,9,NON,-1
6752,7,OUI,10
6753,4,OUI,4
6754,3,NON,-1
6755,2,OUI,4
6756,7,OUI,0
6757,0,NON,-1
6758,0,OUI,10
6759,4,OUI,0
6760,8,OUI,2
6761,4,OUI,28
6762,3,OUI,19
6763,0,OUI,0
6764,2,OUI,0
6765,9,OUI,4
6766,3,NON,-1
6767,6,NON,-1
6768,0,OUI,0
6769,9,OUI,0
6770,7,OUI,12
6771,2,NON,-1
6772,5,NON,-1
6773,2,NON,-1
6774,8,NON,-1
6775,1,OUI,11
6776,5,OUI,7
6777,7,NON,-1
6778,4,OUI,0
6779,9,OUI,3
6780,2,OUI,0
6781,5,OUI,1
6782,5,OUI,23
6783,1,OUI,1
6784,3,OUI,38
6785,1,OUI,3
6786,5,OUI,0
6787,9,OUI,3
6788,8,NON,-1
6789,6,NON,-1
6790,9,NON,-1
6791,0,OUI,1
6792,8,NON,-1
6793,1,OUI,6
6794,4,NON,-1
6795,8,OUI,4
6796,6,NON,-1
6797,4,NON,-1
6798,4,NON,-1
6799,6,NON,-1
6800,6,NON,-1
6801,8,NON,-1
6802,0,NON,-1
6803,8,OUI,6
6804,4,NON,-1
6805,2,OUI,3
6806,8,NON,-1
6807,6,NON,-1
6808,8,NON,-1
6809,3,NON,-1
6810,4,NON,-1
6811,2,NON,-1
6812,4,OUI,3
6813,9,NON,-1
6814,8,NON,-1
6815,2,OUI,35
6816,8,NON,-1
6817,4,OUI,1
6818,7,NON,-1
6819,0,OUI,27
6820,9,NON,-1
6821,9,NON,-1
6822,1,OUI,2
6823,0,NON,-1
6824,7,NON,-1
6825,3,NON,-1
6826,3,NON,-1
6827,3,NON,-1
6828,6,NON,-1
6829,5,OUI,0
6830,5,NON,-1
6831,8,OUI,1
6832,0,OUI,2
6833,4,OUI,1
6834,1,OUI,7
6835,7,NON,-1
6836,5,NON,-1
6837,6,NON,-1
6838,9,OUI,0
6839,2,NON,-1
6840,5,NON,-1
6841,2,NON,-1
6842,9,NON,-1
6843,7,OUI,6
6844,3,NON,-1
6845,7,OUI,6
6846,2,OUI,0
6847,0,NON,-1
6848,5,NON,-1
6849,5,NON,-1
6850,9,NON,-1
6851,1,NON,-1
6852,5,OUI,18
6853,5,NON,-1
6854,6,NON,-1
6855,3,OUI,0
6856,3,NON,-1
6857,0,OUI,7
6858,3,NON,-1
6859,1,OUI,3
6860,2,OUI,0
6861,2,OUI,7
6862,7,NON,-1
6863,3,NON,-1
6864,1,OUI,8
6865,4,OUI,1
6866,7,NON,-1
6867,5,OUI,2
6868,5,OUI,2
6869,6,NON,-1
6870,1,OUI,4
6871,7,OUI,0
6872,9,NON,-1
6873,8,NON,-1
6874,6,OUI,0
6875,0,OUI,2
6876,6,OUI,0
6877,1,OUI,22
6878,7,OUI,8
6879,4,OUI,12
6880,1,NON,-1
6881,7,NON,-1
6882,7,OUI,0
6883,0,NON,-1
6884,5,OUI,6
6885,1,NON,-1
6886,9,NON,-1
6887,4,OUI,20
6888,5,OUI,32
6889,7,NON,-1
6890,4,NON,-1
6891,8,NON,-1
6892,3,OUI,2
6893,9,OUI,1
6894,3,OUI,0
6895,6,NON,-1
6896,8,NON,-1
6897,8,NON,-1
6898,3,OUI,5
6899,2,NON,-1
6900,1,NON,-1
6901,4,NON,-1
6902,7,OUI,0
6903,6,NON,-1
6904,3,NON,-1
6905,8,NON,-1
6906,3,OUI,0
6907,6,NON,-1
6908,7,OUI,14
6909,6,NON,-1
6910,2,OUI,0
6911,7,OUI,0
6912,3,OUI,13
6913,1,OUI,3
6914,7,OUI,0
6915,7,OUI,0
6916,8,NON,-1
6917,0,OUI,3
6918,9,NON,-1
6919,2,OUI,2
6920,3,OUI,1
6921,2,OUI,19
6922,9,OUI,3
6923,0,NON,-1
6924,8,NON,-1
6925,1,OUI,23
6926,1,OUI,5
6927,6,OUI,0
6928,0,NON,-1
6929,5,OUI,2
6930,6,NON,-1
6931,1,OUI,1
6932,7,OUI,0
6933,2,NON,-1
6934,9,NON,-1
6935,0,NON,-1
6936,5,OUI,16
6937,2,OUI,18
6938,8,OUI,2
6939,3,NON,-1
6940,8,OUI,0
6941,4,OUI,18
6942,8,NON,-1
6943,8,NON,-1
6944,2,OUI,19
6945,3,OUI,22
6946,1,NON,-1
6947,7,OUI,1
6948,2,OUI,4
6949,4,OUI,1
6950,9,NON,-1
6951,1,OUI,1
6952,8,NON,-1
6953,7,NON,-1
6954,6,NON,-1
6955,4,NON,-1
6956,7,OUI,0
6957,8,OUI,6
6958,0,OUI,2
6959,3,OUI,0
6960,0,OUI,10
6961,9,NON,-1
6962,8,OUI,2
6963,6,NON,-1
6964,9,NON,-1
6965,7,OUI,2
6966,3,OUI,23
6967,0,OUI,1
6968,0,OUI,1
6969,9,NON,-1
6970,0,NON,-1
6971,6,NON,-1
6972,0,OUI,2
6973,0,NON,-1
6974,2,NON,-1
6975,6,OUI,6
6976,8,NON,-1
6977,1,OUI,10
6978,5,NON,-1
6979,0,NON,-1
6980,5,OUI,0
6981,5,NON,-1
6982,6,OUI,2
6983,5,NON,-1
6984,5,OUI,19
6985,1,OUI,8
6986,7,OUI,1
6987,0,OUI,0
6988,5,OUI,4
6989,1,OUI,1
6990,4,NON,-1
6991,0,NON,-1
6992,2,OUI,12
6993,9,NON,-1
6994,8,NON,-1
6995,4,OUI,18
6996,4,NON,-1
6997,5,OUI,2
6998,1,OUI,12
6999,9,NON,-1
7000,8,NON,-1
7001,7,OUI,13
7002,4,OUI,36
7003,0,NON,-1
7004,0,OUI,13
7005,2,OUI,0
7006,9,OUI,0
7007,1,OUI,2
7008,6,NON,-1
7009,4,OUI,7
7010,7,OUI,11
7011,4,OUI,1
7012,0,OUI,1
7013,9,OUI,2
7014,2,OUI,2
7015,6,NON,-1
7016,9,NON,-1
7017,7,NON,-1
7018,0,NON,-1
7019,4,OUI,2
7020,1,OUI,8
7021,8,NON,-1
7022,1,NON,-1
7023,9,NON,-1
7024,5,NON,-1
7025,0,OUI,1
7026,8,OUI,4
7027,1,OUI,3
7028,7,NON,-1
7029,2,NON,-1
7030,3,NON,-1
7031,3,OUI,0
7032,5,OUI,0
7033,7,NON,-1
7034,8,NON,-1
7035,8,NON,-1
7036,4,NON,-1
7037,0,OUI,1
7038,0,NON,-1
7039,1,NON,-1
7040,1,NON,-1
7041,2,OUI,21
7042,8,OUI,0
7043,3,OUI,0
7044,5,OUI,27
7045,4,OUI,3
7046,3,OUI,0
7047,5,OUI,2
7048,8,NON,-1
7049,6,NON,-1
7050,0,NON,-1
7051,8,NON,-1
7052,0,NON,-1
7053,9,OUI,0
7054,7,NON,-1
7055,0,NON,-1
7056,9,NON,-1
7057,1,OUI,5
7058,3,NON,-1
7059,7,OUI,0
7060,1,OUI,6
7061,9,NON,-1
7062,0,NON,-1
7063,6,NON,-1
7064,6,NON,-1
7065,3,NON,-1
7066,0,OUI,6
7067,3,NON,-1
7068,5,NON,-1
7069,9,NON,-1
7070,9,NON,-1
7071,9,OUI,0
7072,2,OUI,2
7073,5,NON,-1
7074,1,OUI,4
7075,1,NON,-1
7076,8,OUI,2
7077,4,OUI,1
7078,1,OUI,6
7079,2,OUI,13
7080,3,NON,-1
7081,5,OUI,0
7082,2,NON,-1
7083,4,OUI,19
7084,1,OUI,5
7085,7,OUI,0
7086,6,NON,-1
7087,9,OUI,0
7088,2,OUI,18
7089,1,NON,-1
7090,4,NON,-1
7091,5,NON,-1
7092,7,OUI,0
7093,2,OUI,9
7094,9,NON,-1
7095,6,NON,-1
7096,6,NON,-1
7097,3,NON,-1
7098,9,NON,-1
7099,7,OUI,0
7100,4,NON,-1
7101,8,NON,-1
7102,6,NON,-1
7103,5,NON,-1
7104,6,NON,-1
7105,1,NON,-1
7106,3,OUI,35
7107,2,NON,-1
7108,9,OUI,1
7109,6,NON,-1
7110,9,NON,-1
7111,6,NON,-1
7112,5,NON,-1
7113,7,NON,-1
7114,5,OUI,4
7115,8,OUI,2
7116,1,NON,-1
7117,8,OUI,3
7118,9,NON,-1
7119,1,OUI,2
7120,4,OUI,34
7121,8,OUI,1
7122,8,NON,-1
7123,3,NON,-1
7124,4,OUI,2
7125,7,NON,-1
7126,6,NON,-1
7127,0,NON,-1
7128,0,NON,-1
7129,0,OUI,1
7130,0,OUI,15
7131,1,NON,-1
7132,3,OUI,0
7133,5,NON,-1
7134,3,OUI,32
7135,0,NON,-1
7136,8,NON,-1
7137,5,NON,-1
7138,1,NON,-1
7139,2,NON,-1
7140,2,NON,-1
7141,8,OUI,2
7142,8,NON,-1
7143,0,OUI,8
7144,5,OUI,7
7145,4,NON,-1
7146,2,OUI,4
7147,3,NON,-1
7148,9,NON,-1
7149,1,OUI,2
7150,3,OUI,22
7151,8,NON,-1
7152,4,OUI,3
7153,2,NON,-1
7154,5,OUI,0
7155,9,NON,-1
7156,3,NON,-1
7157,9,OUI,0
7158,0,NON,-1
7159,5,OUI,4
7160,1,NON,-1
7161,2,NON,-1
7162,3,OUI,0
7163,6,NON,-1
7164,0,NON,-1
7165,5,NON,-1
7166,4,NON,-1
7167,7,OUI,0
7168,8,OUI,1
7169,1,OUI,2
7170,2,NON,-1
7171,9,OUI,3
7172,5,OUI,6
7173,7,OUI,0
7174,7,OUI,0
7175,1,NON,-1
7176,1,OUI,3
7177,2,NON,-1
7178,4,OUI,2
7179,6,NON,-1
7180,9,OUI,3
7181,0,OUI,5
7182,8,NON,-1
7183,0,NON,-1
7184,8,NON,-1
7185,1,OUI,1
7186,4,OUI,0
7187,2,NON,-1
7188,1,OUI,28
7189,3,NON,-1
7190,8,NON,-1
7191,4,OUI,15
7192,3,NON,-1
7193,5,OUI,3
7194,9,NON,-1
7195,6,OUI,5
7196,2,NON,-1
7197,7,NON,-1
7198,9,NON,-1
7199,8,NON,-1
7200,9,NON,-1
7201,9,NON,-1
7202,6,NON,-1
7203,0,NON,-1
7204,4,OUI,3
7205,1,OUI,19
7206,6,NON,-1
7207,2,NON,-1
7208,9,NON,-1
7209,3,NON,-1
7210,7,NON,-1
7211,4,OUI,1
7212,6,OUI,4
7213,7,OUI,0
7214,3,NON,-1
7215,8,NON,-1
7216,5,NON,-1
7217,9,NON,-1
7218,8,OUI,0
7219,0,OUI,7
7220,6,OUI,0
7221,1,OUI,2
7222,1,OUI,3
7223,2,NON,-1
7224,6,NON,-1
7225,3,OUI,0
7226,7,NON,-1
7227,4,NON,-1
7228,8,NON,-1
7229,7,NON,-1
7230,6,NON,-1
7231,8,NON,-1
7232,5,OUI,6
7233,9,NON,-1
7234,1,NON,-1
7235,5,OUI,2
7236,7,NON,-1
7237,1,OUI,2
7238,5,NON,-1
7239,9,NON,-1
7240,1,NON,-1
7241,9,OUI,1
7242,2,NON,-1
7243,0,OUI,3
7244,5,OUI,4
7245,9,NON,-1
7246,5,NON,-1
7247,0,NON,-1
7248,4,NON,-1
7249,5,OUI,9
7250,3,OUI,7
7251,9,NON,-1
7252,9,NON,-1
7253,1,OUI,24
7254,0,NON,-1
7255,7,OUI,0
7256,9,OUI,29
7257,2,NON,-1
7258,9,OUI,2
7259,2,NON,-1
7260,5,OUI,2
7261,3,OUI,1
7262,2,NON,-1
7263,3,NON,-1
7264,9,NON,-1
7265,2,NON,-1
7266,2,OUI,6
7267,0,NON,-1
7268,6,OUI,0
7269,9,NON,-1
7270,5,NON,-1
7271,0,OUI,11
7272,0,NON,-1
7273,6,NON,-1
7274,9,NON,-1
7275,1,NON,-1
7276,5,OUI,1
7277,7,NON,-1
7278,7,OUI,0
7279,5,NON,-1
7280,4,NON,-1
7281,0,NON,-1
7282,4,OUI,1
7283,3,NON,-1
7284,7,NON,-1
7285,4,OUI,14
7286,0,OUI,5
7287,7,OUI,0
7288,3,NON,-1
7289,6,OUI,0
7290,8,NON,-1
7291,6,NON,-1
7292,2,OUI,27
7293,3,OUI,0
7294,6,OUI,0
7295,3,NON,-1
7296,4,OUI,17
7297,8,NON,-1
7298,6,NON,-1
7299,4,OUI,1
7300,8,NON,-1
7301,7,OUI,0
7302,5,OUI,0
7303,1,NON,-1
7304,7,OUI,3
7305,0,OUI,17
7306,7,OUI,0
7307,8,NON,-1
7308,8,NON,-1
7309,7,OUI,0
7310,9,NON,-1
7311,5,NON,-1
7312,9,NON,-1
7313,2,OUI,2
7314,7,OUI,0
7315,1,NON,-1
7316,8,OUI,0
7317,1,OUI,1
7318,0,OUI,0
7319,4,OUI,2
7320,8,NON,-1
7321,5,NON,-1
7322,3,OUI,0
7323,5,NON,-1
7324,1,NON,-1
7325,0,NON,-1
7326,2,OUI,3
7327,4,OUI,18
7328,8,NON,-1
7329,8,NON,-1
7330,1,OUI,6
7331,7,OUI,6
7332,3,OUI,0
7333,4,OUI,1
7334,7,OUI,0
7335,9,OUI,2
7336,3,NON,-1
7337,2,NON,-1
7338,0,NON,-1
7339,3,OUI,35
7340,7,OUI,0
7341,6,NON,-1
7342,6,NON,-1
7343,4,OUI,1
7344,2,OUI,17
7345,1,NON,-1
7346,5,NON,-1
7347,2,OUI,34
7348,7,NON,-1
7349,1,NON,-1
7350,4,OUI,0
7351,5,NON,-1
7352,7,NON,-1
7353,2,OUI,24
7354,5,OUI,22
7355,0,OUI,16
7356,8,NON,-1
7357,4,OUI,3
7358,0,OUI,5
7359,8,NON,-1
7360,2,NON,-1
7361,6,NON,-1
7362,7,NON,-1
7363,1,OUI,3
7364,0,OUI,3
7365,9,NON,-1
7366,4,NON,-1
7367,3,NON,-1
7368,5,NON,-1
7369,2,OUI,7
7370,2,NON,-1
7371,0,OUI,1
7372,0,OUI,0
7373,0,OUI,4
7374,5,NON,-1
7375,2,OUI,2
7376,8,NON,-1
7377,5,OUI,3
7378,0,NON,-1
7379,6,NON,-1
7380,7,OUI,1
7381,9,OUI,9
7382,5,OUI,4
7383,3,OUI,0
7384,7,NON,-1
7385,6,NON,-1
7386,7,NON,-1
7387,3,OUI,3
7388,7,NON,-1
7389,6,NON,-1
7390,5,OUI,3
7391,0,NON,-1
7392,2,OUI,24
7393,1,OUI,6
7394,2,OUI,0
7395,2,OUI,15
7396,3,OUI,0
7397,3,OUI,0
7398,6,OUI,1
7399,4,NON,-1
7400,8,OUI,3
7401,6,OUI,20
7402,1,NON,-1
7403,7,OUI,0
7404,1,NON,-1
7405,8,NON,-1
7406,1,OUI,0
7407,9,OUI,2
7408,2,NON,-1
7409,0,NON,-1
7410,1,OUI,6
7411,1,OUI,4
7412,3,OUI,14
7413,2,OUI,18
7414,2,OUI,19
7415,3,OUI,0
7416,9,NON,-1
7417,4,NON,-1
7418,7,OUI,8
7419,5,OUI,19
7420,7,NON,-1
7421,1,NON,-1
7422,3,OUI,0
7423,7,NON,-1
7424,1,OUI,7
7425,8,OUI,3
7426,4,OUI,0
7427,0,OUI,1
7428,2,NON,-1
7429,1,OUI,10
7430,9,NON,-1
7431,2,OUI,1
7432,2,NON,-1
7433,3,OUI,0
7434,6,NON,-1
7435,1,OUI,1
7436,8,NON,-1
7437,7,OUI,22
7438,7,NON,-1
7439,8,OUI,0
7440,1,NON,-1
7441,8,NON,-1
7442,4,NON,-1
7443,5,OUI,0
7444,5,NON,-1
7445,7,OUI,0
7446,7,NON,-1
7447,9,OUI,0
7448,5,NON,-1
7449,5,NON,-1
7450,8,OUI,1
7451,0,NON,-1
7452,6,NON,-1
7453,8,NON,-1
7454,1,OUI,2
7455,3,OUI,0
7456,6,NON,-1
7457,5,OUI,0
7458,0,NON,-1
7459,4,NON,-1
7460,6,OUI,0
7461,8,NON,-1
7462,0,NON,-1
7463,3,NON,-1
7464,4,OUI,4
7465,0,NON,-1
7466,0,OUI,2
7467,2,OUI,1
7468,9,NON,-1
7469,1,OUI,7
7470,7,OUI,0
7471,0,NON,-1
7472,1,OUI,0
7473,2,OUI,12
7474,9,NON,-1
7475,5,OUI,0
7476,2,NON,-1
7477,8,NON,-1
7478,9,NON,-1
7479,8,NON,-1
7480,5,OUI,18
7481,5,NON,-1
7482,5,NON,-1
7483,3,OUI,0
7484,2,NON,-1
7485,0,OUI,1
